sector,stock_name,avg_yearly_return,variance_sum
Healthcare,ACER,-0.24845033005777156,0.2503154893846166
Financial-Services,ACGLO,0.4757840783849178,0.3324787882732666
Financial-Services,ACGLP,0.07742778179765797,0.053836491000921485
Healthcare,ACHC,0.32451848437731734,0.2788264840899375
Basic-Materials,ACH,-0.02951946898785973,0.1579417126607113
Technology,ACIA,0.38848456167587386,0.370434137510572
Healthcare,ACIU,-0.12124593301562764,0.007283972454263857
Technology,ACIW,0.22552183214357863,0.0544106933185999
Technology,ACMR,0.43288978510831333,0.4444326547588182
Industrials,ACM,0.07279422377043665,0.06536165918739892
Financial-Services,ACNB,0.17084071911789714,0.029749796596912535
Healthcare,ACOR,-0.10182361204984747,0.1255403057628599
Financial-Services,ACP,0.06718483401529715,0.04036252552133637
Real-Estate,ACRE,0.0726816508331052,0.02767045735519294
Healthcare,ACRS,-0.01536878234910637,0.629771684821616
Healthcare,ACRX,0.0934521978664187,0.5374692923010822
Industrials,ACTG,0.07179810723520938,0.4794284054998278
Financial-Services,ACTTU,0.05054509415262634,0.0
Financial-Services,ACTT,0.04329896907216495,0.0
Consumer-Defensive,ACU,0.17194684976109537,0.10295243474608977
Financial-Services,ACV,0.11687100452566512,0.05970517144473632
Industrials,ACY,0.05120900965011706,0.3474988007338252
Financial-Services,AC,0.09595592626068275,0.1990198060784486
Healthcare,ADAP,-0.2678375937647915,0.2502211573098715
Technology,ADBE,0.2774330560867574,0.06635626990263624
Real-Estate,ADC,0.17941255374603798,0.010326127254331045
Healthcare,ADIL,-0.11607287449392711,0.15687372190988216
Technology,ADI,0.18390498371301417,0.02241455734002516
Healthcare,ADMA,-0.006812911775048566,0.15410562316777873
Healthcare,ADMS,-0.006200593431177459,0.39710399185406264
Consumer-Defensive,ADM,0.08632136696997998,0.05282745736170481
Consumer-Cyclical,ADNT,0.03366856429604763,0.24413847242412423
Healthcare,ADPT,-0.24233983286908078,0.0
Industrials,ADP,0.19822449129346062,0.013306209001165994
Healthcare,ADRO,-0.4487464196272537,0.03676648390862235
Technology,ADSK,0.2359225054281075,0.043471368464011874
Industrials,ADSW,0.13521600613337129,0.022345108747804758
Financial-Services,ADS,0.1100138374035804,0.11332336298146514
Technology,ADTN,-0.014694505801555357,0.1060592162154941
Industrials,ADT,-0.020305400372439497,0.24703676614337874
Healthcare,ADUS,0.42807183893259104,0.4949178204241644
Healthcare,ADVM,0.4045512718577622,1.5237933271781205
Financial-Services,ADX,0.12465849136128859,0.02278240278945801
Utilities,AEE,0.154776143471101,0.0134173206771428
Financial-Services,AEF,0.04747657152346226,0.07438109254157875
Industrials,AEGN,0.030301613701495457,0.07317408776136078
Financial-Services,AEG,0.04743549772652554,0.09736093997609983
Technology,AEHR,0.20581572225305425,0.7133576645035451
Technology,AEIS,0.23065072674397688,0.16711455892656807
Financial-Services,AEL,0.2175266984852533,0.16191981573283173
Basic-Materials,AEM,0.09149602642370959,0.1416442364965173
Utilities,AEP,0.1509348891484485,0.011412345201744193
Healthcare,AERI,0.22313514246519736,0.20723514040692526
Industrials,AER,0.29847908079003943,0.30598582930506735
Utilities,AES,0.08742999573314188,0.05713473922214731
Financial-Services,AFB,0.06829541348951346,0.012613838949347932
Financial-Services,AFG,0.206446565660723,0.025779955724115466
Real-Estate,AFINP,0.06489041684572418,0.0
Real-Estate,AFIN,0.08100751867632773,0.0009003418634200757
Industrials,AFI,-0.1387419853075942,0.19167687399930478
Financial-Services,AFL,0.1442304740075054,0.026684302971226443
Healthcare,AFMD,0.02845134757535693,0.39660727703550963
Financial-Services,AFT,0.05051039593074599,0.01735273890734798
Consumer-Defensive,AFYA,0.1540425531914894,0.0
Industrials,AGCO,0.12162853092698392,0.06528999862462868
Financial-Services,AGD,0.03875395097939835,0.034258735275129425
Healthcare,AGE,2.5373375190609635,49.264455490795825
Consumer-Defensive,AGFS,0.0056975592944969455,0.6482140884618172
Healthcare,AGIO,0.4252771919707703,1.8581690620450522
Basic-Materials,AGI,0.04400735728399478,0.2613606712837098
Healthcare,AGLE,0.021973568917758743,0.12963472360377623
Financial-Services,AGM-A,0.3949242237828598,0.28200070396003957
Financial-Services,AGM-PC,0.051718596127100745,0.021415545694605347
Financial-Services,AGM-PD,0.12453144523115361,0.0
Technology,AGMH,1.6013715093672674,4.205790498924124
Financial-Services,AGM,0.37322904043341154,0.2156880243666369
Real-Estate,AGNCM,0.10359589041095899,0.0
Real-Estate,AGNCN,0.8583610592503698,1.2339185237786252
Real-Estate,AGNCO,0.044381107491856676,0.0
Real-Estate,AGNC,0.11885018911321066,0.030182586301067967
Financial-Services,AGO,0.12765895286531048,0.07441951898476992
Consumer-Defensive,AGRO,0.0010607892115329736,0.05978143302904811
Healthcare,AGRX,0.37411267851405766,1.8872950137887337
Utilities,AGR,0.09622768790890267,0.0222479983522993
Consumer-Cyclical,AGS,-0.05492888032095031,0.16635798322713288
Healthcare,AGTC,0.00011248055748810011,0.3165228377894062
Industrials,AGX,0.2175972437251418,0.2295896858514645
Technology,AGYS,0.15282583281900844,0.11936478667147099
Communication-Services,AHC,0.10535796105965489,0.22161617994507948
Real-Estate,AHH-PA,0.14012997562956941,0.0
Real-Estate,AHH,0.15535132545847238,0.045760967531978905
Financial-Services,AHL-PC,0.0706701811367679,0.017002922920405204
Financial-Services,AHL-PD,0.07963127449037109,0.04805940754313852
Real-Estate,AHT-PD,0.0861954217679766,0.002140420184757108
Real-Estate,AHT-PF,0.07744426818067959,0.042442467308256654
Real-Estate,AHT-PG,0.02137503363618297,0.040852764582152735
Real-Estate,AHT-PH,0.03986702064972607,0.04658722586711596
Real-Estate,AHT,0.13112765985261504,0.17518840003718467
Real-Estate,AI-PC,-0.061625874125874135,0.0
Financial-Services,AIF,0.05891336787251599,0.013958202998340063
Financial-Services,AIG-PA,0.1410684474123539,0.0
Financial-Services,AIHS,-0.5737361137262286,0.06153991410969923
Healthcare,AIH,-0.480161943319838,0.0
Industrials,AIMC,0.18402185807156538,0.12444864716338029
Healthcare,AIMT,0.21099917146903877,0.15763575713480654
Healthcare,AIM,-0.33621142627768774,0.12059251469571597
Financial-Services,AINC,0.7361450507273718,3.343888983156894
Consumer-Cyclical,AIN,0.15784540871609481,0.03639716592070001
Technology,AIRG,0.15251377036794014,0.17633943531922697
Industrials,AIRT,0.1765716541481028,0.12413933712931047
Industrials,AIR,0.0972346753897653,0.04522339576559244
Industrials,AIT,0.16127259855899975,0.0508662503880315
Financial-Services,AIZP,0.2015427221435688,0.031703981666837806
Financial-Services,AIZ,0.21420407888439605,0.08838412047326559
Financial-Services,AJG,0.2037756554040448,0.02295505205510945
Industrials,AJRD,0.2522180737361871,0.13879713316663808
Real-Estate,AJX,0.10187418715359498,0.028123253937476823
Technology,AKAM,0.17064163239142427,0.10333648359263081
Healthcare,AKBA,-0.10379663700233437,0.13410632314717802
Healthcare,AKCA,5.2745395650565285,52.84122517857369
Basic-Materials,AKG,-0.03739838097539243,0.2657942985860536
Consumer-Defensive,AKO-A,0.06738920994421951,0.09334487983908715
Consumer-Defensive,AKO-B,0.06086455148940334,0.10280484931561036
Healthcare,AKRO,0.3731435643564357,0.0
Healthcare,AKRX,0.3228366312666671,0.7449243251398048
Real-Estate,AKR,0.08686977814069512,0.018796284756227265
Basic-Materials,AKS,0.18020610612771457,1.601195004087176
Technology,AKTS,0.50876100896682,1.334623566206943
Healthcare,AKTX,-0.4223930971290912,0.06816678795675095
Industrials,AL-PA,0.14941569282136888,0.0
Financial-Services,ALACU,0.030741274689311697,0.0006130190171400315
Financial-Services,ALAC,0.038058573212268444,0.0006585320336768045
Healthcare,ALBO,-0.1315220401517604,0.22457109100546954
Basic-Materials,ALB,0.12396350073755762,0.09124259844659936
Consumer-Defensive,ALCO,0.06398311318447467,0.09801971984530694
Healthcare,ALC,0.3392092294308928,0.7434050592154982
Healthcare,ALDX,-0.026270425212805117,0.040945143708283636
Healthcare,ALEC,-0.07860962566844915,0.0
Real-Estate,ALEX,0.06353213776768703,0.05220991514233381
Financial-Services,ALGRU,0.025034868309522694,6.562006187725428e-07
Financial-Services,ALGR,0.03137288808618024,8.76153933709507e-05
Industrials,ALGT,0.1963104544678497,0.09527217066688154
Industrials,ALG,0.27936669587710283,0.13662244308331264
Industrials,ALJJ,0.33050052331959756,0.4683672269421604
Healthcare,ALKS,0.16436080817900076,0.19947028746255305
Industrials,ALK,0.27334256299918136,0.08847427889675548
Financial-Services,ALL-PG,0.10650579051770247,0.0108785385019586
Financial-Services,ALL-PI,0.022617124394184115,0.0
Industrials,ALLE,0.16992342417874168,0.04821178376717307
Healthcare,ALLK,0.8910055570218725,0.0009416072409514146
Healthcare,ALLO,0.1000244177310293,0.01539249427835113
Financial-Services,ALLY,0.07986073862636855,0.0876943486047388
Financial-Services,ALL,0.191174871120676,0.05825215339188693
Healthcare,ALNA,-0.38267835808158385,0.019087661762824806
Healthcare,ALNY,0.5349655922965115,1.1124266335883726
Technology,ALOT,0.11748756944899016,0.0440338462126532
Basic-Materials,ALO,0.03788185498689578,0.5207556936205201
Utilities,ALP-PQ,0.06749079536006962,0.01681686351844098
Healthcare,ALPN,-0.32462766070515625,0.15355964945850234
Technology,ALRM,0.25673815616007756,0.08628787062747496
Healthcare,ALRN,-0.4906638583324136,0.09364419206168789
Financial-Services,ALRS,0.1558486248107613,0.04639311067385401
Communication-Services,ALSK,-0.02407791818829139,0.15953899559022772
Consumer-Cyclical,ALSN,0.14477758938484486,0.04490392700590394
Energy,ALTM,-0.4403436577165102,0.033976906805695345
Technology,ALTR,0.4266739182529924,0.07853791269683107
Consumer-Cyclical,ALV,0.1702137882126427,0.09040525945137978
Healthcare,ALXN,0.20489592035717377,0.11351616671900644
Real-Estate,ALX,0.09440495540948533,0.03585145768168572
Technology,ALYA,0.07997917938420163,0.11576233642512548
Industrials,AL,0.10803192351906131,0.087396242599971
Healthcare,AMAG,-0.0149273260016432,0.18475042702177072
Financial-Services,AMAL,0.11915605338860871,0.01071023330302515
Technology,AMAT,0.26111794770213237,0.1929943684714825
Technology,AMBA,0.4360631629242182,0.4089124177233281
Financial,AMBC,0.0775758852299736,0.1098370920997713
Financial-Services,AMCIU,0.019610552763819126,0.0006056793073407287
Financial-Services,AMCI,7.71820834563228,311.6610357036008
Consumer-Cyclical,AMCR,0.08185555206325248,0.020070031715618497
Communication-Services,AMCX,0.051737546935431686,0.04751716030955098
Communication-Services,AMC,-0.02821700283322639,0.10360513574775529
Technology,AMD,0.45074073743085713,1.1381524131016914
Healthcare,AMED,0.26032809564750775,0.28187520344153905
Healthcare,AMEH,0.6246286871131725,0.8334936630183698
Industrials,AME,0.22035368604301567,0.05651553024334699
Healthcare,AMGN,0.18675156645212646,0.024531454985716163
Financial-Services,AMG,0.07976502800686901,0.11509048877384039
Real-Estate,AMH-PD,0.056383197483813624,0.029598042894865534
Real-Estate,AMH-PE,0.06975483060764343,0.0351194681623735
Real-Estate,AMH-PF,0.10291916405035993,0.06358128655855247
Real-Estate,AMH-PG,0.11419815187420812,0.062456226461422806
Financial-Services,AMHCU,0.009018036072144273,0.0
Real-Estate,AMH,0.09680391904968408,0.02088665617726818
Technology,AMKR,0.13469697297159722,0.19627586160096078
Financial-Services,AMNB,0.11678633875834794,0.04083848769027908
Healthcare,AMN,0.2865088705041884,0.2467561180376654
Technology,AMOT,0.4496606714062675,0.3108706029392994
Communication-Services,AMOV,0.004703459003495031,0.04282513581343675
Healthcare,AMPE,0.3173202475653647,1.4282912101376009
Healthcare,AMPH,0.205931598673924,0.05442997148180204
Financial-Services,AMP,0.23681269156222018,0.139483779080322
Financial-Services,AMRB,0.09108509536679274,0.061836201789236156
Industrials,AMRC,0.09402418857627581,0.10175529757261892
Financial-Services,AMRK,0.005594908410076575,0.19638438149041915
Healthcare,AMRX,-0.4212636247297119,0.04715237561864592
Financial-Services,AMSF,0.19108005244046658,0.02987047200298652
Technology,AMSWA,0.16016989168627457,0.038373428854872285
Healthcare,AMS,0.016433087598268552,0.0780899162538928
Financial-Services,AMTBB,-0.024132745657246574,0.2487260243624
Financial-Services,AMTB,0.05233946830265851,0.3827560354841274
Real-Estate,AMT,0.2039624668290611,0.020500470405372395
Consumer-Cyclical,AMWD,0.31892902974283316,0.29531830646142404
Communication-Services,AMX,-0.002611420810183787,0.04044625613838578
Consumer-Cyclical,AMZN,0.3427868639691881,0.12852145177205165
Energy,AM,-0.13617954262015827,0.07292203714541397
Healthcare,ANAB,1.394364578404635,7.629835695171674
Healthcare,ANCN,-0.8782608695652173,0.0
Industrials,ANDAU,0.05600000000000005,0.0
Industrials,ANDA,0.0463917525773197,0.0
Consumer-Defensive,ANDE,0.11950854940824962,0.16780851072282468
Technology,ANET,0.32094394659346165,0.25734112071153814
Consumer-Cyclical,ANF,0.023321808323630316,0.12286376376979277
Communication-Services,ANGI,-0.003941886988112104,0.1423183426735345
Healthcare,ANGO,0.030477549161137575,0.0744997338665365
Real-Estate,ANH-PA,0.09283141531893035,0.0009742345542738895
Real-Estate,ANH-PC,0.053909961266302514,0.002231004558267945
Real-Estate,ANH,0.06428799897037643,0.03620474750010923
Healthcare,ANIK,0.37096179603852253,0.7108357276501346
Healthcare,ANIP,0.26280998368682096,0.6680185420635725
Healthcare,ANIX,-0.005468588514182179,0.28924695664988287
Technology,ANSS,0.21907572320458155,0.07274003073654951
Consumer-Cyclical,AN,0.1185991534668279,0.052637989048922106
Industrials,AOBC,0.17833676249107133,0.28022930334598184
Financial-Services,AOD,0.04831960580247992,0.03829109430255885
Financial-Services,AON,0.20745438633125052,0.026004365480349324
Technology,AOSL,0.05666001893807236,0.24380758601584823
Industrials,AOS,0.28046312025355585,0.0791477946355557
Financial-Services,APAM,0.14253697453232467,0.20776507519596407
Energy,APA,-0.09128594691511731,0.06368803088934015
Basic-Materials,APD,0.16590200238043765,0.035011101785770146
Consumer-Defensive,APEI,0.0014582326803231484,0.049261192081287444
Healthcare,APEN,-0.2776585975710915,0.12516876977503744
Healthcare,APHA,1.1107320623261718,2.433977291415267
Real-Estate,APLE,0.05919912571253487,0.023851228787351235
Healthcare,APLS,0.3534316496149567,0.555978672070545
Healthcare,APLT,2.2476190476190476,0.0
Financial-Services,APO-PA,0.08528272934738218,0.03054930330972029
Financial-Services,APO-PB,0.1188508111918461,0.0337986486004251
Industrials,APOG,0.14676589707366045,0.11882342375726485
Technology,APPF,0.5803250775971021,0.058944360400207244
Technology,APPN,0.45603958097559566,0.2751330013244992
Technology,APPS,0.505067126510282,1.218369499858224
Healthcare,APRE,1.968305304010349,0.0
Real-Estate,APTS,0.14095045161767583,0.08006980288439242
Healthcare,APTX,-0.42082442982639906,0.13793732302750875
Industrials,APT,0.05737623234019863,0.18803467131523374
Healthcare,APVO,-0.289580783313986,0.3453331930061133
Industrials,APWC,0.08185755473856675,0.36663140004760597
Financial-Services,APXTU,0.035608308605341366,0.0
Financial-Services,APXT,0.009202453987730048,0.0
Energy,APY,-0.018811503811503816,0.08227117459295216
Industrials,AP,-0.10473138558571655,0.13709895251951051
Consumer-Defensive,AQB,167.16343288003733,56009.96967169686
Industrials,AQMS,-0.056759787789046334,0.6546962361046978
Utilities,AQN,0.19462722133716057,0.028083533078179977
Healthcare,AQST,-0.3135582161615503,0.07248115338259686
Industrials,AQUA,0.11209869360408815,0.4465911682363705
Healthcare,ARAV,5.714788383344154,249.05735121231524
Healthcare,ARAY,-0.037836253097960716,0.06967619058547009
Healthcare,ARA,212.58644361727625,407220.12963370385
Industrials,ARCB,0.18801671900089836,0.6866065686635876
Financial-Services,ARCC,0.14810465691351204,0.022221508437724663
Consumer-Defensive,ARCE,0.45142857142857146,0.3009306122448979
Energy,ARCH,20.28719151041278,1234.5514487859175
Consumer-Cyclical,ARCO,0.009398955922154274,0.23556485061804855
Healthcare,ARCT,1.2993448915710721,10.856067966280438
Industrials,ARC,0.006250758356293834,0.5463934860619895
Financial-Services,ARDC,0.05151786275045389,0.016921932353982178
Healthcare,ARDS,-0.34707592714505153,0.03953831602544109
Healthcare,ARDX,0.3649192824787391,1.973133306345029
Consumer-Cyclical,ARD,0.12337144371088528,0.29559848266267513
Financial-Services,ARES,0.2604249095438131,0.21760482502356612
Real-Estate,ARE,0.14171834368171057,0.03701640920181685
Financial-Services,ARGO,0.16706739402192677,0.03873315083021152
Healthcare,ARGX,1.2284788256439667,0.8464372265577723
Real-Estate,ARI,0.10955132332067652,0.0159916424390199
Consumer-Cyclical,ARKR,0.11369831214284701,0.03699440575596423
Industrials,ARLO,-0.5161298836985511,0.0030901750727390497
Energy,ARLP,0.1022044739823624,0.1765960188022852
Real-Estate,ARL,0.19445880870397578,0.3576197132544306
Consumer-Cyclical,ARMK,0.16105353727835053,0.057669033577526826
Healthcare,ARMP,-0.15975136388532188,0.6613394073021073
Industrials,ARNC,0.06591857852351735,0.17234641246937926
Energy,AROC,0.15165289055332934,0.3926407642341946
Financial-Services,AROW,0.11626842630404008,0.034242181598180606
Healthcare,ARPO,-0.4986310473152578,0.04213825098688274
Utilities,ARTNA,0.11328158238171919,0.01184302234878682
Industrials,ARTW,0.040906911870388266,0.3840428276201346
Healthcare,ARVN,0.93006305288914,1.7375412800908563
Technology,ARW,0.11704949018054263,0.02652308051017967
Energy,AR,-0.2770269690039038,0.08750124547225795
Financial-Services,ASB,0.10159394629336296,0.042251385679949446
Energy,ASC,0.04540603717412358,0.18817819830012303
Financial-Services,ASFI,0.18057376080887327,0.1840364561501329
Industrials,ASGN,0.2807830875136145,0.08088217333145863
Basic-Materials,ASH,0.17822881444185074,0.02315583028072938
Basic-Materials,ASIX,0.29238945302888564,0.35317179981358265
Healthcare,ASLN,-0.45035504785427605,0.0012759828048880594
Healthcare,ASMB,0.2237834661063328,0.9257582699326479
Healthcare,ASND,0.5574617860562305,0.273831819440432
Industrials,ASPN,0.2359772828216581,1.2049090102617366
Financial-Services,ASPS,0.13329735958308017,0.23530212346646673
Healthcare,ASRT,0.041371199453862216,0.27039909776593607
Financial-Services,ASRV,0.11804970000450395,0.02630566549543185
Industrials,ASR,0.19739683635956023,0.0978808790568382
Industrials,ASTE,0.08852437056920814,0.09245140007100076
Technology,ASUR,0.2927156634457928,0.260055760328858
Technology,ASX,0.11156865070300932,0.08079293430886399
Financial-Services,ATAX,0.13063254563245574,0.037675218131886894
Technology,ATEN,-0.009953459179889414,0.14155234784289386
Communication-Services,ATEX,0.04717290741706357,0.060910431606823356
Consumer-Defensive,ATGE,0.012805317399452797,0.10536094018335462
Financial-Services,ATH-PA,0.11748417721518982,0.0
Healthcare,ATHE,0.045975584100281554,0.7833758001570207
Communication-Services,ATHM,0.24095246351019967,0.30107747993060663
Healthcare,ATHX,-0.02512930571782873,0.2680025298821253
Financial-Services,ATH,-0.13204814510196505,0.08483610517198048
Industrials,ATKR,0.3516136708602735,0.2380515156460804
Financial-Services,ATLC,0.2340513295348213,0.3683940072856811
Financial-Services,ATLO,0.06693339416240315,0.02479934654686458
Communication-Services,ATNI,0.04685762982647524,0.06630353341879247
Healthcare,ATNM,0.08031988702345799,1.2130252349246209
Healthcare,ATNX,0.11636116732561148,0.0532813707505038
Technology,ATOM,-0.18694275209048156,0.034408476426638857
Utilities,ATO,0.17780329878526177,0.005911036010907636
Healthcare,ATRA,0.31946745477256183,0.6167704975072273
Healthcare,ATRC,0.2828025199285591,0.31936982844438333
Industrials,ATRO,0.3810359769212562,0.41338493347408667
Healthcare,ATRS,0.2533623620107777,0.21741539903827584
Consumer-Cyclical,ATR,0.14676530203080862,0.02163400403376588
Industrials,ATTO,-0.16988287232541463,0.0859603795688957
Communication-Services,ATUS,0.0743043507038954,0.1936459565630758
Communication-Services,ATVI,0.248043967860991,0.1483494821600278
Financial-Services,AUBN,0.15949157075949955,0.05833902042564554
Financial-Services,AUB,0.16615003779569304,0.05878029589215693
Technology,AUDC,0.40743202175489246,0.45986023261368947
Basic-Materials,AUG,0.3430825438265277,0.6063455853722517
Basic-Materials,AUMN,0.05137804071052301,0.8197741346022134
Healthcare,AUPH,0.5043296380403781,0.7030096165881227
Healthcare,AUTL,-0.20961592795338155,0.1462856498952325
Basic-Materials,AUY,-0.013627174471057501,0.16180383110321667
Financial-Services,AVAL,0.022581777407319703,0.10603388168855561
Industrials,AVAV,0.12076712222296045,0.12881109383731487
Utilities,AVA,0.13219266187939765,0.020107733290276538
Healthcare,AVCO,0.12707125103562553,0.04882684140185046
Healthcare,AVDL,0.2866309025601881,0.813287457131386
Basic-Materials,AVD,0.187688065620455,0.23133596817309238
Healthcare,AVEO,0.20410797248531637,1.909793941916283
Technology,AVGOP,0.19465939170207808,0.0
Technology,AVGO,0.3783268337499157,0.07995690234100647
Industrials,AVH,0.021925063905187357,0.35355757594699616
Communication-Services,AVID,0.05540599596868545,0.20761428229023166
Financial-Services,AVK,0.09437826505488119,0.0308654565738048
Technology,AVLR,0.6329662666234188,0.5519988733403413
Healthcare,AVNS,0.03760976015725744,0.05736747804503295
Healthcare,AVRO,-0.09841199478487621,0.11369117886616951
Basic-Materials,AVTR-PA,0.22423288749016518,0.0
Basic-Materials,AVTR,11.346938775510203,0.0
Technology,AVT,0.05248296902833769,0.026157846172336897
Technology,AVX,0.08901519920217078,0.0415137152117213
Technology,AVYA,-0.04256888080355756,0.012851797979972004
Industrials,AVY,0.19713128411002398,0.0808069153268665
Financial-Services,AWF,0.0845060388105383,0.015660533438096584
Industrials,AWI,0.16827190841676348,0.07059105932034551
Utilities,AWK,0.21909808651283788,0.009652252808112471
Financial-Services,AWP,0.12429579615162836,0.05971662341222176
Technology,AWRE,0.2490048975231892,0.5175166243727023
Utilities,AWR,0.21892491156392727,0.015920359169819272
Industrials,AWX,0.04417145263607521,0.11739117075921564
Energy,AXAS,0.04777081756791993,0.5294982941420381
Industrials,AXE,0.13143371740749393,0.1029941961962001
Healthcare,AXGN,0.29904030260622433,0.5103437464049382
Healthcare,AXLA,-0.7347883597883598,0.0
Consumer-Cyclical,AXL,0.07233651454186985,0.11783561492977343
Healthcare,AXNX,0.39438317757009345,0.2051638436059433
Financial-Services,AXP,0.15169318887443733,0.04664151159318394
Real-Estate,AXR,0.039061978634179234,0.2778178627019662
Healthcare,AXSM,6.963916072705059,207.66278206995634
Financial-Services,AXS,0.11651662024395988,0.027496778174842335
Basic-Materials,AXTA,0.0866609801279306,0.03789848151514317
Technology,AXTI,0.23193873869112833,0.6370975052912224
Industrials,AXU,0.29418609897287934,1.2614191688419667
Financial-Services,AX,0.3596405631187643,0.2911647573403523
Industrials,AYI,0.19659258076248826,0.1161853091613031
Industrials,AYR,0.20935489742629593,0.10442577306358473
Technology,AYX,0.8393175683664809,0.13199088996364314
Healthcare,AZN,0.1423154769989613,0.02407026000546616
Consumer-Cyclical,AZO,0.23821578598491894,0.045638991292224804
Technology,AZPN,0.3034061981944367,0.04498572120830297
Utilities,AZRE,-0.014715528072282491,0.0859844279377264
Healthcare,AZRX,-0.27274666625202004,0.05752729533583908
Industrials,AZUL,0.24769955368368057,0.04313451747985215
Industrials,AZZ,0.15368839199591258,0.061758633004145566
Healthcare,A,0.16289483819149647,0.03525976219474915
Consumer-Cyclical,BABA,0.21997167195624376,0.1757462007893883
Financial-Services,BAC-PC,0.057906710629674965,0.0018906490129489916
Financial-Services,BAC-PE,0.09176152842200351,0.02616448734147659
Financial-Services,BAC-PK,0.08661754112693847,0.004921453191577712
Financial-Services,BAC-PL,0.13223829556952488,0.029036539467403817
Financial-Services,BAC-PM,0.09330045211672845,0.0
Financial-Services,BAC-PN,0.061207944872314464,0.0
Financial-Services,BAC,0.1731809634241998,0.17514271153310979
Financial-Services,BAF,0.07236730028084315,0.013374164834527798
Industrials,BAH,0.22342306447421728,0.04259537560120099
Basic-Materials,BAK,-0.4832402234636871,0.0
Financial-Services,BANC-PE,0.07440652014033729,0.0050299583936690515
Financial-Services,BANC,0.23128947462306612,0.23949467333683372
Technology,BAND,0.4961555527987039,0.06216714048052991
Financial-Services,BANF,0.1689821340011094,0.04251037427821353
Financial-Services,BANX,0.04642447666096985,0.018948519462541235
Financial-Services,BAP,0.18098510416184949,0.09590925904108319
Healthcare,BASI,0.5270653516289097,1.3569091793749217
Communication-Services,BATRA,-0.009062720496806988,0.06166853763569782
Communication-Services,BATRK,0.037662516113707606,0.027115530781435207
Healthcare,BAX,0.14479923106335507,0.03171184690836355
Industrials,BA,0.25494520040426855,0.10169243210080195
Financial-Services,BBAR,0.16368728988665415,0.3181831485486836
Consumer-Cyclical,BBBY,-0.007908256376263134,0.1243178644826739
Industrials,BBCP,-0.16387478831785873,0.017574133804275166
Financial-Services,BBDC,0.12971890565191407,0.08923875622271824
Financial-Services,BBDO,0.023762552811809553,0.12540436439698854
Financial-Services,BBF,0.07012614155667342,0.01598881271463299
Communication-Services,BBGI,0.20777152733195905,0.40575395596152675
Healthcare,BBIO,0.13983739837398365,0.0
Financial-Services,BBK,0.0819108650976462,0.014358480883563719
Financial-Services,BBN,0.10089500130006393,0.0201506701208699
Consumer-Cyclical,BBQ,0.09010827585278756,0.25943230356323893
Industrials,BBSI,0.39056308043957444,0.30441714457259444
Industrials,BBU,0.18909757570647634,0.05213569943211221
Consumer-Cyclical,BBW,0.12894316288541474,0.46186587089465536
Consumer-Cyclical,BBX,0.4690010704282668,0.6912938716531041
Consumer-Cyclical,BBY,0.28893524447436864,0.6312061893349392
Technology,BB,-0.1267297363700418,0.14525687329646791
Financial-Services,BCBP,0.11452041779152777,0.04753528398974769
Basic-Materials,BCC,0.1334955096251698,0.1632086724091762
Energy,BCEI,-0.1543691387313436,0.4052891786130651
Healthcare,BCEL,-0.22261306532663308,0.0
Financial-Services,BCH,0.10938616416791289,0.08791538499487087
Communication-Services,BCOM,0.26380880706408893,1.2871514174031087
